,Id,BsmtQual_Mapping,BsmtCond_Mapping,BsmtExposure_Mapping,BsmtFinType1_Mapping,BsmtFinType2_Mapping,ExterQual_Mapping,ExterCond_Mapping,Electrical_Mapping,FireplaceQu_Mapping,Fence_Mapping,GarageQual_Mapping,GarageCond_Mapping,GarageFinish_Mapping,HeatingQC_Mapping,KitchenQual_Mapping,LotShape_Mapping,PoolQC_Mapping,Utilities_Mapping,MSSubClass_Recategory,MSZoning_Recategory,LotConfig_Recategory,BldgType_Recategory,Condition1_Recategory,Condition2_Recategory,Fence_Recategory,Functional_Recategory,HouseStyle_Recategory,RoofStyle_Recategory,RoofMatl_Recategory,MasVnrType_Recategory,GarageType_Recategory,GarageFinish_Recategory,SaleType_Recategory,SaleCondition_Recategory,OverallQual_Recategory,OverallCond_Recategory,LotFrontage,LotArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,Alley,LotShape,LandContour,LandSlope,Foundation,Heating,CentralAir,MiscFeature,SalePrice
835,836,4,3,1,4,1,3,3,5,0,0,3,3,1,3,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Min2,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,7,60.0,9600,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,1996.0,2,436,290,0,0,0,0,0,0,2,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,128000
836,837,3,3,1,3,1,3,3,5,0,2,3,3,1,4,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,GdWo,Min2,1Story,NFlt,CompShg,None,Detchd,Unf,COD,Normal,5,6,90.0,8100,0,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,1948.0,2,812,0,116,230,0,0,0,0,6,2007,Pave,Pave,Reg,Lvl,Gtl,BrkTil,GasA,Y,,153500
837,838,3,3,1,4,1,3,3,5,0,0,3,3,1,3,3,1,0,4,160,R,Inside,Twnhs,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,6,5,21.0,1680,0,153,483,483,504,0,987,1,0,1,1,2,1,5,0,1973.0,1,264,0,0,0,0,0,0,0,11,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,100000
838,839,4,3,1,1,1,3,3,5,0,0,3,3,1,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,75.0,9525,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1999.0,1,352,278,0,0,0,0,0,0,6,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,144000
839,840,3,3,1,4,1,3,3,5,0,0,3,3,1,5,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,6,70.0,11767,0,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,1946.0,1,240,0,0,0,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,130500
840,841,3,3,1,4,1,3,3,5,0,0,3,3,1,3,2,2,0,4,70,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,8,,12155,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,1934.0,1,400,0,0,254,0,0,0,0,3,2008,Pave,,IR1,Lvl,Gtl,BrkTil,GasA,N,,140000
841,842,3,3,1,1,1,3,3,5,1,0,4,3,1,4,4,1,0,4,70,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,8,60.0,10440,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,1983.0,2,686,70,78,68,0,0,0,0,6,2008,Pave,Grvl,Reg,Lvl,Gtl,PConc,GasA,Y,,157500
842,843,3,3,4,3,5,3,3,5,0,4,4,4,2,3,3,1,0,4,80,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,7,82.0,9020,539,276,1127,1165,0,0,1165,1,0,1,1,3,1,6,0,1966.0,2,490,0,129,0,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,174900
843,844,3,3,1,1,1,3,3,5,0,0,0,0,0,5,3,1,0,4,90,R,Corner,Duplex,Artery,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,5,4,80.0,8000,0,1800,1800,1800,0,0,1800,0,0,2,0,6,2,10,0,,0,0,0,0,0,0,0,0,0,7,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,N,,141000
844,845,3,3,2,1,1,3,3,5,4,0,3,3,1,4,3,2,0,4,50,R,Inside,1Fam,Artery,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,8,100.0,12665,0,876,876,876,540,0,1416,0,0,1,1,4,1,7,1,1949.0,3,720,418,0,194,0,0,0,0,6,2008,Pave,Grvl,IR1,Lvl,Gtl,BrkTil,GasA,Y,,153900
845,846,4,3,4,5,1,3,3,5,3,0,3,3,3,3,3,2,0,4,85,R,CulDSac,1Fam,RRAe,Norm,,Min2,SFoyer,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,5,5,,16647,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,1975.0,2,611,0,0,0,0,0,0,0,1,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,171000
846,847,4,3,1,5,1,4,3,5,3,0,3,3,1,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,75.0,9317,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,1993.0,2,425,234,72,192,0,0,0,0,7,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,213000
847,848,3,3,3,4,1,3,3,5,2,0,3,3,1,5,3,2,0,4,20,R,CulDSac,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,36.0,15523,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1972.0,1,338,0,0,0,0,0,0,0,8,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,133500
848,849,3,3,1,1,1,3,3,5,4,0,2,3,1,3,3,3,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,8,75.0,45600,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,1908.0,2,360,486,40,0,0,175,0,0,9,2008,Pave,,IR2,Bnk,Gtl,BrkTil,GasA,Y,,240000
849,850,3,3,1,1,1,4,4,5,3,0,3,3,2,5,3,1,0,4,80,R,FR,1Fam,Feedr,Norm,,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,7,80.0,9600,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,1976.0,2,512,113,100,0,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,187000
850,851,4,3,3,6,1,4,3,5,0,0,3,3,3,5,4,1,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,5,36.0,4435,0,189,848,848,0,0,848,1,0,1,0,1,1,3,0,2003.0,2,420,140,0,0,0,0,0,0,11,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,131500
851,852,4,3,4,1,1,4,3,5,3,0,3,3,3,5,4,1,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,8,5,,3196,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,2003.0,2,400,143,20,0,0,0,0,0,5,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,215000
852,853,3,3,1,3,1,3,4,5,4,3,3,3,1,4,3,1,0,4,75,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,2.5Unf,NFlt,CompShg,None,Detchd,Unf,WD,Normal,7,5,53.0,7128,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,1941.0,1,240,0,0,0,0,126,0,0,8,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,164000
853,854,3,3,4,3,1,3,4,5,2,3,3,3,2,3,3,2,0,4,80,R,Corner,1Fam,Norm,Norm,MnPrv,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,6,,12095,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,1964.0,2,645,180,0,0,0,0,0,0,8,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,158000
854,855,3,3,2,5,3,3,3,5,4,0,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Abnorml,5,4,102.0,17920,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,1955.0,2,454,0,418,0,0,312,0,0,7,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,170000
855,856,3,3,1,5,1,3,4,5,0,0,3,3,1,5,3,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,8,,6897,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,1962.0,1,260,0,104,0,0,0,0,0,4,2010,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,127000
856,857,4,4,4,6,2,3,3,5,0,3,3,2,1,3,3,2,0,4,80,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,SLvl,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,,10970,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,1981.0,2,576,0,0,34,0,0,0,0,10,2008,Pave,,IR1,Low,Mod,CBlock,GasA,Y,,147000
857,858,4,3,1,1,1,3,3,5,3,0,3,3,3,4,3,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,6,5,65.0,8125,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,1994.0,2,343,0,36,0,0,0,0,0,3,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,174000
858,859,4,3,1,1,1,3,3,5,3,3,3,3,2,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Nonormal,7,5,80.0,10400,0,1090,1090,1370,0,0,1370,0,0,2,0,3,1,6,1,1976.0,2,479,0,0,0,0,0,0,0,6,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,152000
859,860,3,3,2,4,1,3,3,5,4,0,3,3,1,3,4,2,0,4,60,R,Corner,1Fam,PosA,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,7,,11029,0,435,1054,1512,1142,0,2654,1,0,2,1,4,1,9,1,1968.0,2,619,0,65,0,0,222,0,0,8,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,250000
860,861,3,3,1,1,1,4,3,5,4,4,3,3,1,4,4,1,0,4,50,R,Corner,1Fam,Norm,Norm,GdPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,7,8,55.0,7642,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1925.0,1,216,0,240,0,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,189950
861,862,3,3,2,4,1,3,3,5,0,0,3,3,1,5,3,1,0,4,190,R,Inside,2fmCon,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,4,75.0,11625,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,1965.0,2,504,0,0,0,0,0,0,0,4,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,131500
862,863,4,3,1,6,1,3,3,5,0,4,3,3,1,3,3,1,0,4,20,R,Corner,1Fam,Norm,Norm,GdPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,5,81.0,9672,0,702,1040,1097,0,0,1097,0,0,2,0,3,1,6,0,1986.0,2,480,0,0,0,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,152000
863,864,3,3,1,4,1,3,3,5,0,4,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,5,70.0,7931,0,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,1959.0,1,672,0,0,0,0,0,0,0,7,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,132500
864,865,5,3,1,1,1,4,3,5,0,0,3,3,3,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,New,Nonormal,7,5,72.0,8640,0,1372,1372,1372,0,0,1372,0,0,2,0,3,1,6,0,2008.0,2,529,0,140,0,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,250580
865,866,3,3,1,4,1,3,3,5,0,3,3,3,1,3,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,5,6,,8750,0,174,1002,1002,0,0,1002,1,0,1,0,3,1,5,0,1973.0,2,902,0,0,0,0,0,0,0,8,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,148500
866,867,4,3,3,1,1,4,3,5,4,0,3,3,2,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,New,Nonormal,8,5,67.0,10656,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,2007.0,3,870,192,80,0,0,0,0,0,11,2007,Pave,,IR1,HLS,Gtl,PConc,GasA,Y,,248900
867,868,3,3,1,5,1,3,3,5,0,0,3,3,2,3,2,1,0,4,20,R,Corner,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,5,85.0,6970,0,108,1040,1120,0,0,1120,1,0,1,1,3,1,5,0,1961.0,2,544,168,0,0,0,0,0,400,5,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,Shed,129000
868,869,0,0,0,0,0,3,3,5,3,0,3,3,1,4,3,3,0,4,60,R,Corner,1Fam,Feedr,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,,14762,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,1979.0,2,672,120,144,0,0,0,0,0,5,2006,Pave,,IR2,Lvl,Gtl,Slab,GasA,Y,,169000
869,870,4,3,1,6,1,4,3,5,3,4,3,3,3,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,5,80.0,9938,0,300,1050,1062,887,0,1949,1,0,2,1,3,1,8,1,1993.0,2,574,156,90,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,236000
870,871,3,3,1,1,1,3,3,5,0,0,3,3,1,4,3,1,0,4,20,R,Inside,1Fam,PosN,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,60.0,6600,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,1962.0,1,308,0,0,0,0,0,0,0,8,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,N,,109500
871,872,4,3,1,6,1,3,3,5,0,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,70.0,8750,0,299,804,804,878,0,1682,0,0,2,1,3,1,7,0,1998.0,2,523,0,77,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,200500
872,873,3,3,3,1,1,4,3,5,0,2,3,3,1,4,4,1,0,4,20,R,Corner,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,74.0,8892,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,1953.0,2,414,196,0,150,0,0,0,0,10,2008,Pave,,Reg,Lvl,Gtl,Stone,GasA,Y,,116000
873,874,3,3,1,3,1,4,3,5,4,0,3,3,1,4,3,1,0,4,40,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,60.0,12144,0,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,1949.0,1,288,0,28,0,0,0,0,0,9,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,Othr,133000
874,875,3,3,1,1,1,3,3,5,0,0,3,3,1,5,3,1,0,4,50,R,Inside,1Fam,Artery,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Abnorml,5,6,52.0,5720,0,676,676,676,455,0,1131,0,0,1,1,3,1,5,0,1941.0,1,200,26,0,0,0,0,0,0,8,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,66500
875,876,4,3,3,6,1,4,3,5,4,0,3,3,3,5,5,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,New,Nonormal,8,5,75.0,9000,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2007.0,2,550,208,364,0,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,303477
876,877,3,3,4,5,1,3,3,5,0,0,3,3,1,4,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,5,94.0,25286,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,1963.0,2,648,0,0,0,0,0,0,0,1,2007,Pave,,Reg,HLS,Mod,PConc,GasA,Y,,132250
877,878,5,3,1,6,1,4,3,5,4,0,3,3,3,5,5,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,9,5,74.0,8834,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,2004.0,3,738,184,0,0,0,0,0,0,6,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,350000
878,879,3,3,3,5,1,3,3,5,0,3,3,3,1,3,4,2,0,4,85,R,Inside,1Fam,Norm,Norm,MnPrv,Min2,SFoyer,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,88.0,11782,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,1987.0,2,576,192,0,0,0,0,0,400,6,2010,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,Shed,148000
879,880,3,3,1,5,1,4,4,5,0,2,3,3,1,5,3,2,0,4,20,R,CulDSac,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,8,,7000,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1978.0,1,336,0,0,0,0,0,0,0,7,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,136500
880,881,5,4,1,5,1,3,3,5,0,0,3,3,3,4,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,5,5,60.0,7024,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2005.0,2,450,0,49,0,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,157000
881,882,4,3,2,2,1,4,4,5,3,0,3,3,2,5,4,2,0,4,50,R,CulDSac,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,44.0,13758,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,1990.0,2,400,168,36,0,0,0,0,0,4,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,187500
882,883,4,3,1,1,1,3,3,5,3,3,3,3,2,4,3,2,0,4,60,R,Corner,1Fam,Norm,Norm,MnPrv,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,5,,9636,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,1993.0,2,389,342,40,0,0,0,0,0,12,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,178000
883,884,3,2,1,1,1,4,3,5,0,0,3,4,1,3,3,1,0,4,75,R,Inside,1Fam,Norm,Norm,,Typ,2.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,5,60.0,6204,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1997.0,1,440,0,188,0,0,0,0,0,3,2006,Pave,,Reg,Bnk,Gtl,PConc,GasA,N,,118500
884,885,3,3,1,4,1,3,3,5,0,2,3,3,2,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,5,65.0,7150,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1967.0,1,288,0,0,0,0,0,0,0,7,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,100000
885,886,5,3,3,6,1,4,3,5,3,0,3,3,3,5,4,2,0,4,120,R,CulDSac,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,CWD,Abnorml,9,5,50.0,5119,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,1999.0,2,506,97,65,0,0,0,0,0,1,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,328900
886,887,3,3,1,2,1,3,3,5,0,0,3,3,3,5,3,1,0,4,90,R,Corner,Duplex,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Nonormal,5,5,70.0,8393,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2005.0,2,588,272,54,0,0,0,0,0,6,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,145000
887,888,3,3,1,1,1,3,4,5,0,0,3,3,1,3,3,2,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,59.0,16466,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1955.0,1,300,121,0,0,0,265,0,0,4,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,135500
888,889,3,4,4,5,3,4,4,5,3,0,3,3,1,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,Flat,NComp,None,BuiltInGarage,Unf,WD,Normal,8,6,95.0,15865,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,1970.0,2,621,81,207,0,0,224,0,0,10,2007,Pave,,IR1,Lvl,Mod,PConc,GasA,Y,,268000
889,890,3,3,1,4,1,3,3,5,3,0,3,3,2,5,3,1,0,4,20,R,Inside,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,4,128.0,12160,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,1953.0,2,505,0,0,0,162,0,0,0,2,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,149500
890,891,3,3,2,1,1,3,4,5,1,3,3,3,1,5,3,1,0,4,50,R,Corner,1Fam,Artery,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,60.0,8064,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2003.0,2,576,0,0,0,0,0,0,2000,7,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,Shed,122900
891,892,3,3,1,2,3,3,3,5,3,0,3,3,2,4,3,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,70.0,11184,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,1978.0,2,440,243,0,0,0,0,0,0,7,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,172500
892,893,3,3,1,6,1,3,3,5,0,3,3,3,2,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,8,70.0,8414,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1963.0,1,264,192,0,0,0,0,0,0,2,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,154500
893,894,4,3,2,4,1,3,3,5,4,4,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,PosN,Norm,GdPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,5,,13284,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1954.0,1,354,511,116,0,0,0,0,0,6,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,165000
894,895,0,0,0,0,0,3,3,5,0,0,3,3,1,3,3,1,0,4,90,R,Inside,Duplex,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Nonormal,5,5,64.0,7018,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979.0,2,400,0,0,0,0,0,0,0,6,2009,Pave,,Reg,Bnk,Gtl,Slab,GasA,Y,,118858
895,896,3,3,1,4,1,3,3,5,3,0,3,3,2,3,3,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,71.0,7056,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,1963.0,2,483,0,50,0,0,0,0,0,10,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,140000
896,897,3,3,1,5,1,3,3,5,0,0,3,3,1,5,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Abnorml,4,6,50.0,8765,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1936.0,1,327,0,28,0,0,0,0,0,4,2006,Pave,Grvl,Reg,Lvl,Gtl,BrkTil,GasA,N,,106500
897,898,0,0,0,0,0,3,3,5,0,0,3,3,1,3,3,1,0,4,90,R,Inside,Duplex,Feedr,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Nonormal,5,5,64.0,7018,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,1979.0,2,528,154,0,0,0,0,0,0,6,2009,Pave,,Reg,Lvl,Gtl,Slab,GasA,Y,,142953
